requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
8500.0,2009-03-19,FreedomfromHighInterest,663.0,10.94%,FL,10+ years,0.0
20000.0,2009-03-19,Less Money To The Credit Card Companies.,704.0,15.49%,CA,3 years,0.0
6000.0,2009-03-19,Paying down some bills ,697.0,16.03%,NM,< 1 year,0.0
2000.0,2009-03-19,car repair,603.0,5.48%,AZ,10+ years,0.0
15000.0,2009-03-19,ebusiness,695.0,12.78%,CA,3 years,0.0
14500.0,2009-03-19, ,748.0,5.42%,CO,3 years,0.0
3000.0,2009-03-19,Refinance,629.0,0.22%,CA,< 1 year,0.0
10000.0,2009-03-19,Refinancing To Pay Off Cards,,-1%,KS,1 year,0.0
1000.0,2009-03-19,final boss gaming,438.0,8.44%,TX,4 years,0.0
25000.0,2009-03-19,Working Capital,,-1%,VT,10+ years,0.0
7000.0,2009-03-19,Credit Card Consolidation,560.0,25.68%,GA,2 years,0.0
2500.0,2009-03-19,education,,15.95%,FL,3 years,0.0
18500.0,2009-03-19, ,,99999%,CA,10+ years,0.0
25000.0,2009-03-19,Operating Cash,709.0,26.53%,AZ,7 years,0.0
15000.0,2009-03-19,Yamaha Royal Star Venture,652.0,17.05%,MI,10+ years,0.0
2500.0,2009-03-19, ,481.0,38.6%,FL,1 year,0.0
20000.0,2009-03-19, ,635.0,2.82%,NY,8 years,0.0
10000.0,2009-03-19,Start up fund ,,-1%,NH,3 years,0.0
16000.0,2009-03-19, ,691.0,32.27%,PA,7 years,0.0
20000.0,2009-03-19, ,729.0,33.2%,CA,10+ years,0.0
16800.0,2009-03-19, ,682.0,25.04%,NJ,1 year,0.0
12200.0,2009-03-19,motorcycle refinance,,-1%,PA,1 year,0.0
18948.0,2009-03-19, ,721.0,19.05%,PA,8 years,0.0
9100.0,2009-03-19, ,676.0,9.93%,OH,2 years,0.0
7175.0,2009-03-19,Car refinancing,671.0,5.15%,CA,5 years,0.0
3800.0,2009-03-19,consolidating 3 credit cards down to 1,633.0,5%,MD,1 year,0.0
12000.0,2009-03-19, ,684.0,6.61%,MO,4 years,0.0
5000.0,2009-03-19,Help out an asprining pastry chef! ,717.0,2.31%,CA,2 years,0.0
10000.0,2009-03-19,Tight Grip Management Start-Up Loan,457.0,6.24%,CA,< 1 year,0.0
3600.0,2009-03-19,WaMucard,533.0,14.12%,UT,1 year,0.0
10000.0,2009-03-19,Stable job and good income,668.0,7.36%,CA,2 years,0.0
15354.0,2009-03-19, ,,99999%,CA,2 years,0.0
7500.0,2009-03-19, ,,99999%,PA,3 years,0.0
6500.0,2009-03-19,Bar Exam Study Loan,516.0,25.02%,FL,1 year,0.0
16167.0,2009-03-19, ,, 99999% ,KY ,10+ years,0.0
3000.0,2009-03-19,Bettering Myself,535.0,17.96%,MO,1 year,0.0
7500.0,2009-03-19,Personal,508.0,3.83%,TX,2 years,0.0
11000.0,2009-03-19,Replace foundation,673.0,0%,MI,2 years,0.0
12525.0,2009-03-19,MOTORCYCLE,728.0,67.31%,SC,7 years,0.0
9500.0,2009-03-19, ,741.0,34.42%,MS,3 years,0.0
10000.0,2009-03-19, ,812.0,1.14%,MI,4 years,0.0
9000.0,2009-03-19,motorcycle loan,559.0,29.52%,WA,1 year,0.0
20000.0,2009-03-19,Refinance Credit Card,653.0,9.95%,MI,4 years,0.0
15000.0,2009-03-19, ,693.0,28.14%,NH,3 years,0.0
4000.0,2009-03-19,debt,628.0,4%,MD,< 1 year,0.0
13000.0,2009-03-19, ,712.0,26.36%,CA,2 years,0.0
10000.0,2009-03-19,getting a car for work,,-1%,IL,< 1 year,0.0
14263.0,2009-03-19, ,773.0,48.19%,TX,2 years,0.0
2500.0,2009-03-19, ,674.0,29.2%,TX,< 1 year,0.0
9000.0,2009-03-19,Study Abroad Tuition and fees,,-1%,FL,6 years,0.0
24000.0,2009-03-19, ,704.0,6.18%,CA,2 years,0.0
10000.0,2009-03-19,Credit Card Debt Consolidation,729.0, 24.36% ,CA ,8 years,0.0
20000.0,2009-03-19, ,687.0,28.08%,CA,2 years,0.0
2500.0,2009-03-19,Car payments,474.0, 195.5% ,CA ,1 year,0.0
8000.0,2009-03-19,Buying a Bass Boat,554.0,9.9%,IL,2 years,0.0
3500.0,2009-03-19,Rx Technician Loan,687.0,29.58%,CA,< 1 year,0.0
10000.0,2009-03-19,consolidate debt,668.0,35.83%,NH,10+ years,0.0
5000.0,2009-03-19,needmoney,466.0,19.77%,CA,1 year,0.0
3500.0,2009-03-20,personal loan,573.0,19.9%,CA,< 1 year,0.0
25000.0,2009-03-20,credit cards,437.0,53.58%,KY,8 years,0.0
8500.0,2009-03-20,Good investment for good people,539.0,33.1%,NV,3 years,0.0
2800.0,2009-03-20,honeymoon,639.0,3.63%,LA,1 year,0.0
5500.0,2009-03-20, ,607.0,10.58%,CO,< 1 year,0.0
14000.0,2009-03-20,jammer,644.0,46.39%,FL,< 1 year,0.0
8000.0,2009-03-20,123,,-1%,NV,2 years,0.0
10000.0,2009-03-20,Personal,472.0,0%,NJ,1 year,0.0
19500.0,2009-03-20, ,688.0,6.9%,SC,2 years,0.0
1000.0,2009-03-20,help with school,576.0,3.41%,WA,2 years,0.0
1500.0,2009-03-20,home improvement,,-1%,IL,< 1 year,0.0
2500.0,2009-03-20,School Funds,555.0,14.42%,VA,10+ years,0.0
20000.0,2009-03-20, ,783.0,0.45%,GA,3 years,0.0
7000.0,2009-03-20,Bills,626.0,12.09%,OH,8 years,0.0
10000.0,2009-03-20,Sloan audiobook marketing,680.0,0%,MA,< 1 year,0.0
4600.0,2009-03-20,Loooking to refinance ,678.0,31.76%,MA,4 years,0.0
7000.0,2009-03-20,forsaving my home,494.0,45.71%,PA,7 years,0.0
1500.0,2009-03-20,clearing debt,607.0,1.22%,FL,2 years,0.0
5000.0,2009-03-20,Rebuilding Credit,450.0,189.06%,PA,10+ years,0.0
1000.0,2009-03-20,Lynn's,509.0,13.16%,NJ,6 years,0.0
11000.0,2009-03-20, ,736.0, 39.5% ,VA,3 years,0.0
3500.0,2009-03-20,Dental expense,524.0,11.52%,AL,2 years,0.0
15000.0,2009-03-20,Upside down car refinance,630.0,31.96%,MN,1 year,0.0
1000.0,2009-03-20,TJ,483.0,9.04%,OH,2 years,0.0
25000.0,2009-03-20,debt consolidation loan,,-1%,PA,4 years,0.0
7000.0,2009-03-20,Money to help mom.,734.0,20.88%,NJ,3 years,0.0
15424.22,2009-03-20, ,,99999%,VA,1 year,0.0
3900.0,2009-03-20,Credit card consolidation,506.0,11.85%,OK,7 years,0.0
25000.0,2009-03-20,credit card consolidation,656.0,26.09%,PA,8 years,0.0
12000.0,2009-03-20, ,781.0,4.59%,CT,10+ years,0.0
5000.0,2009-03-20,credit card debt,542.0,0%,OH,< 1 year,0.0
6000.0,2009-03-20,A New Start,509.0,9.1%,FL,< 1 year,0.0
14300.0,2009-03-20,Business Equipment Loan,566.0,7.27%,NY,4 years,0.0
2500.0,2009-03-20,pre tax,591.0,19.1%,CA,1 year,0.0
3000.0,2009-03-20,School expenses ,501.0,2%,MI,5 years,0.0
15000.0,2009-03-20, ,761.0,0.41%,IL,10+ years,0.0
25000.0,2009-03-20,Temporary Operating Expenses,612.0, 1.52% ,GA,6 years,0.0
15000.0,2009-03-20,Anas Personal Debts and car repairs ,560.0,10.06%,CA,3 years,0.0
1500.0,2009-03-20,Getting My Family Back Together,628.0, 0% ,MA,1 year,0.0
5000.0,2009-03-20,Pay Off Bills,587.0,44.51%,TX,10+ years,0.0
20000.0,2009-03-20,Inlaws are moving in!!!,,-1%,CO,3 years,0.0
12500.0,2009-03-20, ,645.0,6.21%,MD,1 year,0.0
5000.0,2009-03-20,Consolidation of Bills,556.0,23.9%,KS,< 1 year,0.0
1000.0,2009-03-20,Consolidation help,536.0,21.93%,MN,2 years,0.0
15000.0,2009-03-20, ,735.0,1.2%,NY,1 year,0.0
15000.0,2009-03-20,Consolidate my debt,592.0,2.86%,CA,9 years,0.0
13000.0,2009-03-20, ,,99999%,CA,< 1 year,0.0
15000.0,2009-03-20,Start Up Loan,722.0,2.18%,VA,< 1 year,0.0
25000.0,2009-03-20,debt and moving expenses,487.0,11.91%,FL,6 years,0.0
20801.47,2009-03-20, ,,99999%,HI,5 years,0.0
1000.0,2009-03-20,Medic,572.0,6.9%,NJ,8 years,0.0
8000.0,2009-03-20,HelpLoan,640.0,5.4%,MN,9 years,0.0
10000.0,2009-03-20,Refinance Motorcycle,607.0,24.72%,MI,< 1 year,0.0
11273.0,2009-03-20, ,701.0,9.69%,WI,3 years,0.0
15000.0,2009-03-20,Please help us pay off our debt!,,-1%,TX,2 years,0.0
20000.0,2009-03-20,new motorcycle,672.0,2.77%,OH,9 years,0.0
12000.0,2009-03-20,Wedding ,677.0,34.75%,CA,2 years,0.0
12100.0,2009-03-20, ,,99999%,NY,10+ years,0.0
24000.0,2009-03-20, ,772.0,10.94%,MA,7 years,0.0
25000.0,2009-03-20,personal,569.0,272%,MO,6 years,0.0
16000.0,2009-03-20, ,733.0,56.8%,KS,2 years,0.0
6000.0,2009-03-20, small loan w/ good rate for 2applicants,,-1%,VA,3 years,0.0
2500.0,2009-03-20,6-City Touring Stage Production,512.0,1.68%,FL,< 1 year,0.0
15000.0,2009-03-20,Looking for a Better Interest Rate,,-1%,FL,1 year,0.0
10000.0,2009-03-20,NAB7000,530.0,0.43%,WA,10+ years,0.0
8400.0,2009-03-20,Working Capital for Established Business,574.0,20.22%,MO,2 years,0.0
5000.0,2009-03-20,personal,541.0,2.86%,NY,< 1 year,0.0
8500.0,2009-03-20,need to consolidate all bills,536.0,34.15%,MA,4 years,0.0
25000.0,2009-03-20,Pay off high credit cards,,-1%,AL,< 1 year,0.0
18000.0,2009-03-20, ,715.0,4.32%,NY,10+ years,0.0
1000.0,2009-03-20,I need help Consolidating My Credit Card,634.0,0.6%,CA,1 year,0.0
5000.0,2009-03-20, ,614.0,13.75%,NY,< 1 year,0.0
15000.0,2009-03-20, ,724.0,32.97%,GA,4 years,0.0
3000.0,2009-03-20,COSTA LOAN,642.0,35.83%,WI,< 1 year,0.0
15609.0,2009-03-20, ,702.0,15.89%,MA,3 years,0.0
2000.0,2009-03-20,Property and village tax,612.0,0%,NY,1 year,0.0
20000.0,2009-03-20, ,,99999%,MO,5 years,0.0
1000.0,2009-03-20,Busted tooth. Need Root canal desperatel,430.0,41.45%,GA,1 year,0.0
15000.0,2009-03-20,Wanted - 1 monthly bill,691.0,17.47%,MN,3 years,0.0
15000.0,2009-03-20, ,,99999%,CA,7 years,0.0
20000.0,2009-03-20,misc.things,598.0,7.25%,CA,7 years,0.0
7000.0,2009-03-20,All to one,725.0,86.74%,NH,< 1 year,0.0
2100.0,2009-03-20,Consolidate credit card bills,634.0,20.4%,IL,2 years,0.0
5000.0,2009-03-20, ,,99999%,WA,2 years,0.0
8125.0,2009-03-20,Trying To Save My House,489.0,22.8%,WA,10+ years,0.0
12500.0,2009-03-20,Refiance,,-1%,IL,10+ years,0.0
13000.0,2009-03-20, ,787.0,13.77%,CA,9 years,0.0
2500.0,2009-03-20,Rental Down payment,569.0,20.56%,MO,< 1 year,0.0
25000.0,2009-03-20,business loan for non medical home care ,792.0,6.9%,CA,< 1 year,0.0
1000.0,2009-03-20,Young couple off to a bad start,436.0,10.91%,MD,< 1 year,0.0
9500.0,2009-03-20, ,706.0,14.84%,WA,1 year,0.0
15000.0,2009-03-20,motorcycle loan,443.0,35%,SC,< 1 year,0.0
25000.0,2009-03-20,I can't date for money...,,-1%,MA,< 1 year,0.0
2000.0,2009-03-20, would like to use the requested loan am,621.0,4.54%,IL,7 years,0.0
15000.0,2009-03-20,Nice tighty package,594.0,17.86%,MI,10+ years,0.0
10000.0,2009-03-20,Ford Ranger,733.0,1.73%,CA,3 years,0.0
6500.0,2009-03-20,boat loan,735.0,0.78%,IL,3 years,0.0
13000.0,2009-03-20, ,645.0,25.01%,KY,5 years,0.0
6000.0,2009-03-20,Erik1,489.0,1.5%,MA,< 1 year,0.0
8000.0,2009-03-20,Motorcycle,547.0,8.08%,AL,10+ years,0.0
8000.0,2009-03-20, ,0.0,0%,MT,< 1 year,0.0
5500.0,2009-03-20,Used Car,710.0,8%,PA,2 years,0.0
10000.0,2009-03-20, ,783.0,0%,NH,< 1 year,0.0
7000.0,2009-03-20,Investment,,-1%,CA,1 year,0.0
6000.0,2009-03-20,Appliances/Furniture,664.0,0.58%,GA,7 years,0.0
11000.0,2009-03-20, ,,99999%,IL,2 years,0.0
15000.0,2009-03-20,home improvment,649.0,21.1%,MO,10+ years,0.0
4000.0,2009-03-20, ,,99999%,NY,10+ years,0.0
5000.0,2009-03-20,used motorcycle loan,635.0,9.41%,CA,10+ years,0.0
20000.0,2009-03-20, ,681.0,47.07%,IL,7 years,0.0
10000.0,2009-03-20, ,,99999%,TX,10+ years,0.0
10000.0,2009-03-20, ,720.0,32.96%,GA,9 years,0.0
12500.0,2009-03-20,Refinace,641.0,13.35%,IL,10+ years,0.0
3500.0,2009-03-20, ,737.0,3.6%,MD,2 years,0.0
22868.68,2009-03-20, ,741.0,30.49%,CA,1 year,0.0
25000.0,2009-03-20,David Sawyer,689.0,26.42%,AR,2 years,0.0
10000.0,2009-03-20, ,,99999%,CA,6 years,0.0
5000.0,2009-03-20,motorcycle,0.0,0%,OH,< 1 year,0.0
1500.0,2009-03-20,i need help to become debt free,533.0,22.6%,LA,1 year,0.0
10000.0,2009-03-20,Home Downpayment,,-1%,FL,2 years,0.0
3000.0,2009-03-20,Student Loan,621.0,22.88%,TX,2 years,0.0
10000.0,2009-03-20,buying motorcycle,645.0,0.18%,FL,10+ years,0.0
2500.0,2009-03-20,One Payment a month,534.0,22.04%,WA,< 1 year,0.0
15000.0,2009-03-20,vacation,482.0,1.32%,FL,< 1 year,0.0
5000.0,2009-03-20,Personal,448.0,301.92%,WV,3 years,0.0
25000.0,2009-03-20,New Venture Funding Request,575.0,2.57%,NJ,1 year,0.0
18000.0,2009-03-20, ,808.0,4.29%,TX,9 years,0.0
7000.0,2009-03-20,personal loan,649.0,3.5%,MD,2 years,0.0
1000.0,2009-03-20,thomas a chuchu,0.0,2%,NY,< 1 year,0.0
3500.0,2009-03-20,buy a motorcycle,507.0,20.51%,MA,< 1 year,0.0
20000.0,2009-03-20,To inprove our scuba dive shop .,718.0,34.16%,OR,< 1 year,0.0
23000.0,2009-03-20, ,632.0,26.64%,NH,10+ years,0.0
25000.0,2009-03-20,Looking for a lower interest rate,,-1%,HI,5 years,0.0
15000.0,2009-03-20,Paying Off Debt Faster,714.0,21.97%,CA,3 years,0.0
25000.0,2009-03-20,Real estate purchase,663.0,14.94%,FL,2 years,0.0
12000.0,2009-03-20, ,,99999%,IL,2 years,0.0
3500.0,2009-03-20,Single mom of two needs help,446.0,8.03%,NM,< 1 year,0.0
9000.0,2009-03-20, ,672.0,3.21%,MD,9 years,0.0
8000.0,2009-03-20, ,780.0,21.04%,TX,3 years,0.0
6000.0,2009-03-20, ,676.0,7.8%,OH,< 1 year,0.0
12995.0,2009-03-20, ,,99999%,CO,< 1 year,0.0
3000.0,2009-03-20, ,703.0,29.99%,IL,2 years,0.0
6000.0,2009-03-20, ,699.0,22.69%,NJ,< 1 year,0.0
18000.0,2009-03-20,Day Trading Loan,726.0,8.71%,MD,1 year,0.0
10000.0,2009-03-20,IVF,758.0,28.23%,VT,< 1 year,0.0
17100.0,2009-03-20, ,,99999%,MI,6 years,0.0
24000.0,2009-03-20, ,665.0,8.64%,OK,8 years,0.0
5000.0,2009-03-20,My Loan,615.0,2.4%,PA,4 years,0.0
1000.0,2009-03-20,Expansion of my vending biz,434.0,34.36%,AZ,9 years,0.0
10000.0,2009-03-20,Refinance lending club and cc debt.,675.0,36.62%,OH,5 years,0.0
5000.0,2009-03-20,Finance Start up,0.0,0%,OH,5 years,0.0
6000.0,2009-03-20,Justin's Car Loan,607.0,41.37%,PA,1 year,0.0
25000.0,2009-03-20,i need to borrow $25000 to improve my ho,764.0,0.38%,CA,10+ years,0.0
20000.0,2009-03-20,Consolidate debt ,635.0, 6.06% ,CA ,1 year,0.0
25000.0,2009-03-20,need help to pay off all high rate credi,756.0,3.32%,CA,10+ years,0.0
10000.0,2009-03-20,Need Help,662.0,108.6%,NV,10+ years,0.0
3000.0,2009-03-20,Personal Loan,687.0,15.29%,CA,< 1 year,0.0
1500.0,2009-03-20,Refinancing one high APR card,681.0,53.58%,TX,1 year,0.0
15000.0,2009-03-21,Small Business Loan For B-N-L Home Servi,427.0,2%,OK,1 year,0.0
25000.0,2009-03-21,please ,480.0,26.28%,OR,< 1 year,0.0
10000.0,2009-03-21,MDKirk and Northwestern LLM,654.0,4.58%,TX,1 year,0.0
9000.0,2009-03-21,Loan To Consolidate Debt,427.0, 5.53% ,IL ,1 year,0.0
21000.0,2009-03-21, ,675.0,38.77%,OH,8 years,0.0
16000.0,2009-03-21, ,643.0,3.57%,WA,1 year,0.0
1500.0,2009-03-21,Car Repair,588.0,41.78%,MD,< 1 year,0.0
10000.0,2009-03-21,jessica3,444.0, 21.65% ,MA ,5 years,0.0
3400.0,2009-03-21,2003 Honda CBR954RR motorcycle loan,,-1%,WI,4 years,0.0
10000.0,2009-03-21,i need to pay bills,513.0,246.91%,MA,< 1 year,0.0
19000.0,2009-03-21, ,725.0,45.6%,AZ,3 years,0.0
22000.0,2009-03-21,Motorcycle Loan,745.0,15.64%,VA,10+ years,0.0
15000.0,2009-03-21,start up,647.0,0%,MI,< 1 year,0.0
5000.0,2009-03-21,Personal Loan,497.0,14.82%,WY,1 year,0.0
10000.0,2009-03-21,having better credit,585.0,22.98%,SC,2 years,0.0
13000.0,2009-03-21,home loan,580.0,14.1%,MO,< 1 year,0.0
1500.0,2009-03-21,personal loan,629.0,32.64%,FL,9 years,0.0
12000.0,2009-03-21, ,648.0,18.66%,OH,2 years,0.0
16500.0,2009-03-21, ,746.0,8.19%,MN,1 year,0.0
17000.0,2009-03-21, ,719.0,12.78%,GA,7 years,0.0
5000.0,2009-03-21,Personal Loan,528.0,16.44%,MO,1 year,0.0
15000.0,2009-03-21,Bacon debt,523.0,16.68%,OR,< 1 year,0.0
2000.0,2009-03-21,Building a Garage,431.0,7.85%,PA,< 1 year,0.0
3599.0,2009-03-21, ,706.0,41.76%,NJ,1 year,0.0
5000.0,2009-03-21,Rebuilding Credit,,-1%,CA,3 years,0.0
15000.0,2009-03-21,Credit Cards and Pay Day Loans,655.0,32.59%,MA,3 years,0.0
2500.0,2009-03-21,Rebuilding Credit,531.0,23.59%,CA,1 year,0.0
10000.0,2009-03-21, ,761.0,9.74%,IL,5 years,0.0
10000.0,2009-03-21,to end my struggle to get caught up,0.0,0%,PA,2 years,0.0
20000.0,2009-03-21,Auto,514.0,2.18%,CA,4 years,0.0
5000.0,2009-03-21,"Good People, Solid Employment,Bad Credit",509.0,31.82%,DE,3 years,0.0
2000.0,2009-03-21,Addition,439.0,15.56%,MN,4 years,0.0
11348.0,2009-03-21, ,733.0,26.36%,MD,3 years,0.0
17000.0,2009-03-21,Credit Card Refinance and Taxes,703.0,31.65%,CA,10+ years,0.0
25000.0,2009-03-21,Consolidate multipule high interest debt,668.0,47.62%,CO,3 years,0.0
7500.0,2009-03-21, ,703.0,30.39%,FL,2 years,0.0
20000.0,2009-03-21, ,657.0,9.2%,VA,4 years,0.0
23000.0,2009-03-21, ,696.0,44.98%,VA,4 years,0.0
7500.0,2009-03-21,Help,496.0,8.93%,MO,10+ years,0.0
5000.0,2009-03-21, ,,99999%,OH,2 years,0.0
5000.0,2009-03-21, ,727.0,3.88%,CA,3 years,0.0
20000.0,2009-03-21,Debt Consolidation,652.0,18.36%,NY,< 1 year,0.0
4000.0,2009-03-21,Taking care of bills,622.0,16.89%,WA,2 years,0.0
14310.0,2009-03-21, ,702.0,11.79%,CA,5 years,0.0
1000.0,2009-03-21,PERSONAL LOAN,475.0,0%,DE,< 1 year,0.0
13500.0,2009-03-21, ,657.0,8.11%,TX,8 years,0.0
20000.0,2009-03-21, ,,99999%,CA,10+ years,0.0
4500.0,2009-03-21, ,,99999%,CT,3 years,0.0
5000.0,2009-03-21,Down Payment,541.0,18.79%,MN,< 1 year,0.0
4000.0,2009-03-21,Down payment on a house,628.0,4.73%,OK,6 years,0.0
4000.0,2009-03-21,Education Loan,530.0,39.5%,CA,< 1 year,0.0
10000.0,2009-03-21,Personal,511.0,24.16%,MO,5 years,0.0
10000.0,2009-03-21,Car financing,,-1%,CO,1 year,0.0
10000.0,2009-03-21,Require assistance consolidate loans,650.0,29.37%,FL,2 years,0.0
10000.0,2009-03-21, ,,99999%,NY,10+ years,0.0
1000.0,2009-03-21,Personal,542.0,0%,OH,1 year,0.0
1500.0,2009-03-21,school,0.0,0%,TX,4 years,0.0
11000.0,2009-03-21, ,,99999%,TX,5 years,0.0
5000.0,2009-03-21,99 mercury cougar-plus 350 warrior atv ,675.0,1.5%,KY,2 years,0.0
13000.0,2009-03-21,Need some help.,539.0,10.47%,AZ,4 years,0.0
20000.0,2009-03-21,consolidation loan,,-1%,OK,< 1 year,0.0
15000.0,2009-03-21,pay off,497.0,24.53%,FL,2 years,0.0
1000.0,2009-03-21,rent,594.0,8.56%,DC,3 years,0.0
1600.0,2009-03-21,Car loan,0.0,0%,VA,< 1 year,0.0
3000.0,2009-03-21, ,653.0,31.75%,CA,< 1 year,0.0
1000.0,2009-03-21,personal loan,627.0,2.33%,TX,1 year,0.0
8000.0,2009-03-21,farm machinery,553.0,0%,PA,2 years,0.0
7500.0,2009-03-21,Need To Pay off some medical bills,,-1%,MO,10+ years,0.0
10000.0,2009-03-21,Business expansion,584.0,2.91%,NJ,10+ years,0.0
1000.0,2009-03-21,My Loan,,-1%,AZ,9 years,0.0
22000.0,2009-03-21, ,,99999%,HI,6 years,0.0
20000.0,2009-03-21,Debt consolidation-Equity Line due,618.0,23.2%,MN,10+ years,0.0
1000.0,2009-03-21,Debit Pay Off,531.0,9.7%,PA,5 years,0.0
2000.0,2009-03-21,college,526.0,3.36%,MO,1 year,0.0
4000.0,2009-03-21,Andrew Loan,693.0,0%,AL,< 1 year,0.0
1000.0,2009-03-21,Vacation,634.0,3.44%,HI,4 years,0.0
15000.0,2009-03-21,steve's loan,455.0,0%,VA,< 1 year,0.0
1000.0,2009-03-21,Personal,0.0,0%,VA,2 years,0.0
14000.0,2009-03-21, ,721.0,15.16%,NM,5 years,0.0
7500.0,2009-03-21, ,723.0,26.12%,CT,2 years,0.0
5000.0,2009-03-21,finally buying first home,549.0,63.18%,KS,3 years,0.0
5000.0,2009-03-21,debt ,611.0,12.31%,TX,< 1 year,0.0
10000.0,2009-03-21,Personal Loan,438.0,3.2%,UT,< 1 year,0.0
1500.0,2009-03-21,loan,581.0,14.71%,WA,1 year,0.0
3600.0,2009-03-21,pay off debt,515.0,11.55%,OH,< 1 year,0.0
20500.0,2009-03-21, ,641.0,11.24%,PA,4 years,0.0
1000.0,2009-03-21,Debt loan,518.0,52.45%,NY,1 year,0.0
3500.0,2009-03-21,out with the old and in with the new,591.0,0%,PA,2 years,0.0
5000.0,2009-03-21,repairs,471.0,12.6%,OH,2 years,0.0
4000.0,2009-03-21,For School,481.0,9.12%,MI,4 years,0.0
8000.0,2009-03-21,Finishing my degree,593.0,1.35%,WA,8 years,0.0
3000.0,2009-03-21,NO JP,,-1%,PA,10+ years,0.0
2000.0,2009-03-21,My home/my daughter,0.0,0%,TX,10+ years,0.0
12000.0,2009-03-21, ,756.0,10.4%,CO,5 years,0.0
1000.0,2009-03-21,debt consolidation ,647.0,4.17%,AZ,7 years,0.0
8200.0,2009-03-21,personal,,-1%,SC,10+ years,0.0
11200.0,2009-03-21,refinancing...,533.0,10.88%,PA,4 years,0.0
1000.0,2009-03-21,RENT MONEY,453.0,0%,CA,< 1 year,0.0
3000.0,2009-03-21, ,702.0,0.67%,CA,< 1 year,0.0
10000.0,2009-03-21,working capital / vehical management,529.0,0%,MD,< 1 year,0.0
3000.0,2009-03-21,Car,639.0,27.28%,FL,1 year,0.0
10000.0,2009-03-21, ,701.0,83.14%,FL,1 year,0.0
15000.0,2009-03-21, ,708.0,10.45%,CT,< 1 year,0.0
3500.0,2009-03-21,Business needs equipment,456.0,6.72%,FL,< 1 year,0.0
4000.0,2009-03-21,consolidate ,476.0,86.86%,OH,4 years,0.0
20000.0,2009-03-21,boat loan,587.0,0.67%,SC,2 years,0.0
10000.0,2009-03-21,IVF Assist,669.0,10.31%,CA,1 year,0.0
3000.0,2009-03-21, ,635.0,3.7%,MD,2 years,0.0
19000.0,2009-03-21, ,700.0,25.4%,OH,< 1 year,0.0
1500.0,2009-03-21,jettie,621.0,1.57%,WV,2 years,0.0
10000.0,2009-03-21,Better Life for myself and my son,476.0,0%,MA,< 1 year,0.0
7000.0,2009-03-21,consolidate debt and cna course ,536.0,26.36%,MA,2 years,0.0
5000.0,2009-03-21,work truck,716.0,15.62%,MD,6 years,0.0
6000.0,2009-03-21,getting married/ vacation,527.0,2.37%,FL,1 year,0.0
21000.0,2009-03-21,motorcycle purchase for daughter,772.0,33.15%,FL,< 1 year,0.0
16000.0,2009-03-21, ,643.0,21.4%,FL,2 years,0.0
3500.0,2009-03-21,personal loan,578.0,0.6%,KY,10+ years,0.0
1500.0,2009-03-21,Personal Expenses ,686.0,21.25%,NJ,< 1 year,0.0
1000.0,2009-03-21,Daughter's Appendectomy,565.0,4.29%,WA,2 years,0.0
1000.0,2009-03-21,Personal Loan,564.0,16.64%,CA,10+ years,0.0
20000.0,2009-03-21, ,751.0,0.18%,WA,3 years,0.0
20000.0,2009-03-21, ,808.0,0.6%,PA,6 years,0.0
10000.0,2009-03-21, ,,99999%,TX,8 years,0.0
1000.0,2009-03-21,helpneed it to pay,,-1%,SC,1 year,0.0
3000.0,2009-03-21,personal,445.0,0%,PA,3 years,0.0
10000.0,2009-03-21,Personal,728.0,45.84%,PA,9 years,0.0
15300.0,2009-03-21, ,699.0,31.05%,TX,4 years,0.0
6000.0,2009-03-21,motorcycle loan,,-1%,FL,3 years,0.0
3000.0,2009-03-21,moving ,454.0,0%,CA,3 years,0.0
2200.0,2009-03-21,Grandmother is very sick! Please help me,523.0,0%,CO,1 year,0.0
1000.0,2009-03-21,clothing,631.0,7.27%,NM,3 years,0.0
18000.0,2009-03-21,ATM Business EXPANSION!!!,756.0,44.68%,NY,3 years,0.0
25000.0,2009-03-21,small business consolidation loan,692.0,25.68%,OH,3 years,0.0
20000.0,2009-03-21, ,769.0,48.72%,PA,1 year,0.0
1000.0,2009-03-21,medical bill,578.0,33.69%,CA,5 years,0.0
1000.0,2009-03-21,light bill,524.0,318%,TX,4 years,0.0
2500.0,2009-03-21,personal loan,403.0,13.11%,LA,1 year,0.0
5500.0,2009-03-21,New Motorcycle Loan ,637.0,0.45%,IL,1 year,0.0
15000.0,2009-03-21,Money to expand growing business,452.0,0%,PA,2 years,0.0
25000.0,2009-03-21,Single Payment,738.0,5.15%,SC,10+ years,0.0
23000.0,2009-03-21, ,755.0,7.31%,NY,5 years,0.0
18000.0,2009-03-21, ,609.0,13.26%,TX,10+ years,0.0
1500.0,2009-03-21,Jon's Loan,759.0,28.68%,MI,< 1 year,0.0
6000.0,2009-03-21,'01 Cougar,0.0,1.8%,PA,1 year,0.0
7000.0,2009-03-21,floyds money,688.0,1.3%,OK,< 1 year,0.0
3500.0,2009-03-21,Small Motorcycle,629.0,18.53%,VA,< 1 year,0.0
6000.0,2009-03-21,The Ride,641.0,16.5%,VA,4 years,0.0
20000.0,2009-03-21, ,655.0,15.37%,AZ,1 year,0.0
1000.0,2009-03-21,Family needs help,481.0,0%,OR,< 1 year,0.0
